loss,acc,AUC,val_loss,val_acc,val_AUC,lr
0.42506107687950134,0.8161624073982239,0.8854817748069763,0.47331327199935913,0.7828046679496765,0.8319001197814941,0.001
0.3202076554298401,0.8709419369697571,0.9363840818405151,0.4762398302555084,0.8146951198577881,0.8880701065063477,0.001
0.281404048204422,0.8878828287124634,0.9511276483535767,0.3966512978076935,0.8262607455253601,0.8914135098457336,0.001
0.24789024889469147,0.9009404182434082,0.9622387290000916,0.31267353892326355,0.8686112761497498,0.9205834269523621,0.001
0.2353677749633789,0.9058083295822144,0.9660256505012512,0.37385642528533936,0.8594267964363098,0.9100641012191772,0.001
0.22028112411499023,0.9116147756576538,0.9703074097633362,0.3795951008796692,0.8664001822471619,0.9169111847877502,0.001
0.20292609930038452,0.9192432165145874,0.9747313857078552,0.39339759945869446,0.8583213090896606,0.9238784313201904,0.001
0.16522496938705444,0.9347394108772278,0.983218252658844,0.5190343856811523,0.8332341313362122,0.9228602051734924,0.000100000005
0.1570558398962021,0.9369754791259766,0.9846718311309814,0.6213394999504089,0.7999829649925232,0.9194713234901428,0.000100000005
0.15308822691440582,0.9383834004402161,0.9853576421737671,0.5737304091453552,0.8137596845626831,0.9231939911842346,0.000100000005
0.1464049369096756,0.9409875869750977,0.986757218837738,0.5969198346138,0.80423504114151,0.9248350858688354,1.0000001e-05
0.14547882974147797,0.9409139156341553,0.9868332147598267,0.5992911458015442,0.8046602606773376,0.9254536628723145,1.0000001e-05
0.14357228577136993,0.9422758221626282,0.9870770573616028,0.6164700388908386,0.8000680208206177,0.9247973561286926,1.0000001e-05
0.14398126304149628,0.9417881369590759,0.987180769443512,0.6128973960876465,0.8004932403564453,0.9252738952636719,1.0000001e-06
0.14295321702957153,0.9429383873939514,0.9872978329658508,0.6133657693862915,0.8002381324768066,0.9253481030464172,1.0000001e-06
0.14364539086818695,0.9427727460861206,0.9871432781219482,0.6165564656257629,0.7991325855255127,0.9251923561096191,1.0000001e-06
0.14401966333389282,0.9421470165252686,0.9870523810386658,0.613935649394989,0.7993876934051514,0.9253770112991333,1e-06
0.14340686798095703,0.9419997930526733,0.9871739149093628,0.6130574941635132,0.7997278571128845,0.9254058003425598,1e-06
0.14271126687526703,0.9422666430473328,0.9873132705688477,0.6127307415008545,0.8000680208206177,0.9254145622253418,1e-06
0.14268241822719574,0.9419905543327332,0.987278401851654,0.6133397817611694,0.7995578050613403,0.9254006147384644,1e-06
0.1434759497642517,0.9431316256523132,0.9871421456336975,0.6112276315689087,0.8001530766487122,0.9255322217941284,1e-06
0.1429668813943863,0.942073404788971,0.9872634410858154,0.6113951206207275,0.8004932403564453,0.9255783557891846,1e-06
0.14310570061206818,0.9417605400085449,0.9872744679450989,0.6107191443443298,0.8008334040641785,0.9256845712661743,1e-06
0.14384523034095764,0.9420089721679688,0.9871046543121338,0.6134688258171082,0.7999829649925232,0.9254762530326843,1e-06
0.14278504252433777,0.9426807165145874,0.9872884750366211,0.6124070882797241,0.7998979687690735,0.9256907105445862,1e-06
