loss,acc,AUC,val_loss,val_acc,val_AUC,lr
0.5164143443107605,0.7495232820510864,0.8230901956558228,0.6384307742118835,0.6262773871421814,0.8046784996986389,0.001
0.40349081158638,0.8213983178138733,0.8975785970687866,0.7568789124488831,0.636496365070343,0.8456449508666992,0.001
0.3531785309314728,0.851165235042572,0.9229167103767395,0.5198761820793152,0.7649635076522827,0.8460767269134521,0.001
0.32189619541168213,0.8637712001800537,0.9360204339027405,0.5611128807067871,0.7425791025161743,0.8248631358146667,0.001
0.294371098279953,0.8789724707603455,0.946930468082428,0.4673631191253662,0.7965936660766602,0.8745276927947998,0.001
0.2806299924850464,0.8861228823661804,0.9516505599021912,0.5840976238250732,0.7513381838798523,0.8564887642860413,0.001
0.26287922263145447,0.8887182474136353,0.9579365849494934,0.5141424536705017,0.7712895274162292,0.8672965168952942,0.001
0.2479742467403412,0.8976165056228638,0.9623845815658569,0.5792118310928345,0.7591241002082825,0.8602237701416016,0.001
0.19491150975227356,0.9198622703552246,0.9769419431686401,0.4728796184062958,0.8097323775291443,0.8789618015289307,0.000100000005
0.17685319483280182,0.9278601408004761,0.9808493852615356,0.4918079376220703,0.8102189898490906,0.8795458078384399,0.000100000005
0.1632482409477234,0.9329448938369751,0.9836463928222656,0.5078940391540527,0.8014598488807678,0.876241147518158,0.000100000005
0.15418407320976257,0.9366525411605835,0.9852795004844666,0.5115634202957153,0.803406298160553,0.8745672106742859,1.0000001e-05
0.15384560823440552,0.9365995526313782,0.9854288697242737,0.5196573138237,0.803892970085144,0.8746010065078735,1.0000001e-05
0.1523299217224121,0.9376059174537659,0.985711932182312,0.5229772329330444,0.8014598488807678,0.8728340268135071,1.0000001e-05
0.15258289873600006,0.9366525411605835,0.9855441451072693,0.5241721272468567,0.8024330735206604,0.8733171820640564,1.0000001e-06
0.15239937603473663,0.9367055296897888,0.9857251644134521,0.5249670743942261,0.8029196858406067,0.873586118221283,1.0000001e-06
0.15129193663597107,0.9363347291946411,0.9859205484390259,0.5268851518630981,0.8029196858406067,0.873210608959198,1.0000001e-06
0.15238715708255768,0.9361228942871094,0.9856341481208801,0.5274961590766907,0.8014598488807678,0.8726988434791565,1e-06
0.1498669534921646,0.9387181997299194,0.9862238764762878,0.5280668139457703,0.8029196858406067,0.873000979423523,1e-06
0.14871545135974884,0.9386122822761536,0.9864974617958069,0.5266950726509094,0.8014598488807678,0.872500479221344,1e-06
0.14587093889713287,0.9401482939720154,0.9869073033332825,0.5273522138595581,0.8024330735206604,0.8728718757629395,1e-06
0.15299753844738007,0.9352224469184875,0.9856213331222534,0.5303147435188293,0.8019464612007141,0.872194230556488,1e-06
0.1474980115890503,0.9385063648223877,0.9866506457328796,0.5309868454933167,0.8019464612007141,0.8719657063484192,1e-06
0.14971086382865906,0.9373410940170288,0.9861400723457336,0.5314923524856567,0.803406298160553,0.8725681304931641,1e-06
0.14932164549827576,0.9386122822761536,0.9862201809883118,0.5326051115989685,0.8019464612007141,0.8714408278465271,1e-06
0.14954118430614471,0.9382415413856506,0.9862851500511169,0.5323130488395691,0.8024330735206604,0.8718300461769104,1e-06
0.14525456726551056,0.9383474588394165,0.9870210886001587,0.5331760048866272,0.8024330735206604,0.8717561364173889,1e-06
0.14644703269004822,0.9397775530815125,0.9868255257606506,0.533405065536499,0.8024330735206604,0.8718518614768982,1e-06
0.14735525846481323,0.9388771057128906,0.9866604804992676,0.5342705845832825,0.8024330735206604,0.8715901970863342,1e-06
0.1497843861579895,0.9356991648674011,0.9862757325172424,0.5370858907699585,0.8029196858406067,0.8709601759910583,1e-06
